Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
83303851$D/D/D Chaos King Apocalypse$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$4$7$2700$2000$$$You can banish 2 "D/D" monsters from your Graveyard; Special Summon this card from your Pendulum Zone.$During your opponent's turn, if this card is in your hand or Graveyard: You can target 2 face-up Spell/Trap Cards you control; you cannot Special Summon monsters for the rest of this turn, except Fiend-Type monsters, also destroy the targeted cards, and if you do, Special Summon this card (this is a Quick Effect). You can only use this effect of "D/D/D Chaos King Apocalypse" once per turn.$Supports archetypes /D/D$$$Pendulum Effect /Ignition-like/Monster Effect/Quick/Condition$
19302550$D/D Savant Newton$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$10$7$0$0$$$You cannot Pendulum Summon monsters, except "D/D" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Trap effect that would inflict damage to you, then destroy this card.$You can discard this card, then target 1 "D/D" or "Dark Contract" card in your Graveyard, except "D/D Savant Newton"; add it to your hand. You can only use this effect of "D/D Savant Newton" once per turn.$Supports archetypes /D/D/Dark Contract$$Effect that cannot be negated/Discards itself for cost/Adds from Graveyard to hand$Pendulum Effect /Continuous-like/Condition/Monster Effect/Ignition$
46796664$D/D Savant Copernicus$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$1$4$0$0$$$You cannot Pendulum Summon monsters, except "D/D" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Spell effect that would inflict damage to you, then destroy this card.$If this card is Normal or Special Summoned: You can send 1 "D/D" or "Dark Contract" card from your Deck to the GY, except "D/D Savant Copernicus". You can only use this effect of "D/D Savant Copernicus" once per turn.$Supports archetypes /D/D/Dark Contract$$Effect that cannot be negated/Activates upon Normal Summon/Activates upon Special Summon/Sends from your Deck to your Graveyard$Pendulum Effect /Continuous-like/Condition/Monster Effect/Trigger$
72181263$D/D Orthros$Unlimited$DARK$[Fiend/Pendulum/Tuner/Effect]$$$$3$4$600$1800$$$Once per turn: You can target 1 Spell/Trap Card on the field and 1 other "D/D" or "Dark Contract" card you control; destroy them.$When you take battle or effect damage: You can Special Summon this card from your hand. If this card is Special Summoned to your field, you cannot Special Summon monsters for the rest of this turn, except Fiend-Type monsters.$Supports archetypes /D/D/Dark Contract$$$Pendulum Effect /Ignition-like/Monster Effect/Trigger/Unclassified$
19580308$D/D Lamia$Unlimited$DARK$[Fiend/Tuner/Effect]$$$$$1$100$1900$$$$If this card is in your hand or GY: You can send 1 "D/D" or "Dark Contract" card from your hand or face-up field to the GY, except "D/D Lamia"; Special Summon this card, but banish it when it leaves the field. You can only use this effect of "D/D Lamia" once per turn.$Supports archetypes /D/D/Dark Contract$$Sends from your hand to your Graveyard for cost/Sends from your field to your Graveyard for cost$Ignition/Condition$
47198668$D/D/D Doom King Armageddon$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$4$8$3000$1000$$$Once per turn: You can target 1 "D/D" monster you control; it gains 800 ATK until the end of this turn (even if this card leaves the field).$Once per turn, if a monster(s) you control is destroyed by battle or card effect: You can target 1 of those monsters; this card gains ATK equal to that monster's original ATK until the end of this turn. This card cannot attack your opponent directly during the turn this effect is activated. Cannot be destroyed by Spell/Trap effects that do not target this card.$Supports archetypes /D/D$$$Pendulum Effect /Ignition-like/Monster Effect/Trigger/Condition/Continuous$
39153655$D/D Cerberus$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$6$4$1800$600$$$Once per turn: You can target 1 "D/D" monster you control; change its Level to 4, and if you do, it gains 400 ATK and DEF (even if this card leaves the field).$When this card is Pendulum Summoned from the hand, while you control a "D/D" monster other than "D/D Cerberus": You can target 1 Continuous Spell Card in your Graveyard; add it to your hand.$Supports archetypes /D/D$$Activates upon Pendulum Summon/Adds from Graveyard to hand$Pendulum Effect /Ignition-like/Monster Effect/Trigger$
12822541$D/D Lilith$Unlimited$DARK$[Fiend/Effect]$$$$$4$100$2100$$$$If this card is Normal or Special Summoned: You can activate 1 of these effects. You can only use this effect of "D/D Lilith" once per turn.●Target 1 "D/D" monster in your Graveyard; add it to your hand.●Add 1 face-up "D/D" Pendulum Monster from your Extra Deck to your hand.$Supports archetypes /D/D$$Adds from Graveyard to hand/Adds from Extra Deck to hand$Trigger/Condition$
48210156$D/D Nighthowl$Unlimited$DARK$[Fiend/Tuner/Effect]$$$$$3$300$600$$$$When this card is Normal Summoned: You can target 1 "D/D" monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Fiend-Type monsters. That monster's ATK and DEF become 0. If it is destroyed, you take 1000 damage.$Supports archetypes /D/D$$Activates upon Normal Summon$Trigger$
74605254$D/D Savant Galilei$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$1$10$0$0$$$You cannot Pendulum Summon monsters, except "D/D" monsters. This effect cannot be negated. Once per turn, during your Standby Phase: Increase this card's Pendulum Scale by 2 (max. 10), then destroy all monsters you control with a Level less than or equal to this card's Pendulum Scale, except "D/D" monsters.$During either player's turn: You can discard this card, then target 1 "D/D" or "Dark Contract" card you control; return it to the hand. You can only use this effect of "D/D Savant Galilei" once per turn.$Supports archetypes /D/D/Dark Contract$$Effect that cannot be negated/Discards itself for cost/Returns from field to hand$Pendulum Effect /Continuous-like/Condition/Trigger-like/Monster Effect/Quick$
11609969$D/D Savant Kepler$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$10$1$0$0$$$You cannot Pendulum Summon monsters, except "D/D" monsters. This effect cannot be negated. Once per turn, during your Standby Phase: Reduce this card's Pendulum Scale by 2 (min. 1), then destroy all monsters you control with a Level greater than or equal to this card's Pendulum Scale, except "D/D" monsters.$If this card is Normal or Special Summoned: You can activate 1 of these effects. You can only use this effect of "D/D Savant Kepler" once per turn.●Target 1 other "D/D" card you control; return it to the hand.●Add 1 "Dark Contract" card from your Deck to your hand.$Supports archetypes /D/D/Dark Contract$$Effect that cannot be negated/Activates upon Normal Summon/Activates upon Special Summon/Returns from field to hand/Adds from Deck to hand$Pendulum Effect /Continuous-like/Condition/Trigger-like/Monster Effect/Trigger$
74069667$D/D/D Oblivion King Abyss Ragnarok$Unlimited$DARK$[Fiend/Pendulum/Effect]$$$$5$8$2200$3000$$$If you Special Summon a "D/D" monster(s), except during the Damage Step: You can target 1 "D/D" monster in your Graveyard; any battle damage your opponent takes becomes halved for the rest of this turn, also Special Summon that monster, and if you do, take 1000 damage. You can only use this effect of "D/D/D Oblivion King Abyss Ragnarok" once per turn.$If this card is Normal or Special Summoned: You can target 1 "D/D/D" monster in your Graveyard; Special Summon it. You can only use this effect of "D/D/D Oblivion King Abyss Ragnarok" once per turn. Once per turn: You can Tribute 1 other "D/D" monster, then target 1 monster your opponent controls; banish it.$Supports archetypes /D/D/D/D/D$$Activates upon Normal Summon/Activates upon Special Summon/Tributes for cost$Pendulum Effect /Trigger-like/Condition/Monster Effect/Trigger/Ignition$
